Gender,OwnCar,OwnProperty,ChildrenCount,TotalIncome,IncomeType,EducationType,FamilyStatus,HousingType,WorkPhone,Phone,Email,FamilyMembers,Target,AccountLength,Age,EMPLOYED,YearsEmployed
0,0,1,1,90000.0,2.0,1.0,4.0,5.0,0,0,0,3,0,43,35.29164547639272,1,14.672453693404856
0,0,1,0,216000.0,1.0,1.0,2.0,5.0,0,0,0,1,0,22,54.82388743361427,0,0.0
0,0,1,0,135000.0,1.0,1.0,3.0,5.0,0,0,0,2,0,0,57.85475256490726,0,0.0
0,0,1,0,121500.0,1.0,1.0,4.0,5.0,0,0,0,2,0,7,64.08623317811671,0,0.0
0,0,1,0,225000.0,2.0,1.0,4.0,5.0,0,0,0,2,1,34,47.64235243868966,1,26.171670993703493
0,0,0,0,427500.0,2.0,1.0,4.0,5.0,0,0,0,2,1,28,57.46870741268295,1,16.920276884725137
0,1,1,0,180000.0,3.0,1.0,0.0,5.0,0,0,0,1,1,16,36.474422112994866,1,7.173321268281531
1,1,0,0,135000.0,2.0,2.0,3.0,5.0,0,0,0,2,0,35,28.77816024843785,1,0.835062208712163
1,1,1,0,198000.0,3.0,1.0,4.0,5.0,0,0,0,2,0,32,57.799994387286795,1,3.1732363931062193
1,1,1,0,585000.0,2.0,1.0,4.0,0.0,0,0,0,2,0,40,45.594396595684096,1,4.506598018164656
0,0,1,0,139500.0,2.0,3.0,3.0,5.0,0,0,0,2,0,32,47.23987983317921,1,0.6735255847317773
1,1,0,0,270000.0,2.0,1.0,4.0,5.0,0,0,0,2,0,27,56.64459683949488,1,12.424630502084575
1,0,1,1,81000.0,3.0,1.0,4.0,5.0,0,0,0,3,0,52,33.71187205204217,1,3.0062239513637867
0,0,1,0,67500.0,1.0,1.0,4.0,5.0,0,1,0,2,0,7,60.53242745054823,0,0.0
0,0,1,0,225000.0,2.0,3.0,2.0,5.0,0,1,0,1,0,19,54.24071284195626,1,27.507770527642954
0,0,0,0,112500.0,1.0,1.0,4.0,5.0,0,0,0,2,0,8,64.6091737743922,0,0.0
0,0,0,0,90000.0,1.0,1.0,4.0,5.0,0,0,0,2,0,5,55.88345817057035,0,0.0
0,0,1,2,112500.0,3.0,3.0,4.0,5.0,0,0,0,4,0,25,27.338020177019498,1,4.7584856352188165
1,0,1,0,270000.0,3.0,1.0,4.0,5.0,0,0,0,2,0,31,34.37444600124985,1,5.0870347009416355
0,0,0,0,117000.0,3.0,1.0,4.0,2.0,0,0,0,2,1,8,36.94534244053091,1,3.5072612765910844
1,1,1,2,315000.0,3.0,3.0,4.0,5.0,0,1,0,4,1,17,34.04315902664601,1,4.005560692937358
0,1,0,0,157500.0,3.0,1.0,4.0,5.0,0,0,0,2,0,1,29.960936885039995,1,6.423134234881096
0,0,0,0,76500.0,4.0,1.0,0.0,0.0,1,0,0,1,0,3,23.326983666320093,1,1.5058498845629167
0,0,1,1,121500.0,3.0,1.0,4.0,5.0,0,0,0,3,0,34,41.31504501464439,1,8.591558068651697
1,1,0,0,270000.0,3.0,3.0,4.0,5.0,0,0,0,2,0,11,50.875822827178396,1,13.919528751123398
0,0,1,1,90000.0,3.0,2.0,4.0,5.0,0,0,0,3,0,38,33.30939944653172,1,3.759148893645245
1,1,1,0,360000.0,3.0,3.0,0.0,5.0,0,0,0,1,0,34,40.619616158864424,1,5.672947201480661
1,1,1,0,180000.0,3.0,2.0,4.0,0.0,0,0,0,2,0,46,29.355859022333807,1,0.2546255259351841
1,0,0,0,180000.0,3.0,1.0,3.0,5.0,0,0,0,2,0,13,47.60128380547431,1,9.590894810225269
0,1,1,0,162000.0,1.0,3.0,4.0,5.0,0,1,0,2,1,47,65.39769153212696,0,0.0
1,1,1,0,157500.0,2.0,3.0,4.0,5.0,0,0,0,2,0,35,57.285267517654376,1,3.255373659536924
0,0,0,0,202500.0,3.0,1.0,4.0,5.0,0,0,0,2,0,32,54.88412142899678,1,9.590894810225269
1,1,1,0,180000.0,3.0,1.0,4.0,5.0,1,1,0,2,1,48,34.508603536420004,1,7.173321268281531
0,0,1,0,157500.0,1.0,1.0,4.0,5.0,0,0,0,2,0,1,57.085400169339664,0,0.0
0,0,0,1,139050.0,1.0,1.0,4.0,2.0,0,0,0,3,1,6,57.69047803204585,0,0.0
0,0,1,2,135000.0,2.0,1.0,4.0,5.0,0,0,0,4,1,42,27.88833986210522,1,6.338259059569368
0,0,0,0,90000.0,3.0,1.0,4.0,5.0,0,0,1,2,0,30,27.546101251977284,1,1.4237126181322122
0,1,1,1,202500.0,4.0,1.0,3.0,5.0,0,0,0,3,0,33,33.77758186518673,1,1.253962267508756
0,0,1,0,162000.0,3.0,1.0,3.0,5.0,1,1,0,2,0,60,33.865194949379486,1,3.9206855176256306
0,0,1,0,225000.0,3.0,1.0,0.0,5.0,0,0,0,1,1,33,55.58502610253879,1,28.08820721041993
1,0,1,0,171000.0,3.0,1.0,4.0,5.0,0,0,0,2,1,58,59.459167169187026,1,5.590809935049957
1,0,1,1,135000.0,3.0,1.0,4.0,3.0,1,1,0,3,1,55,28.512583086978573,1,7.507346151766396
1,0,1,0,495000.0,1.0,1.0,4.0,5.0,0,0,1,2,0,4,56.0285673412646,0,0.0
0,1,1,0,135000.0,2.0,3.0,4.0,5.0,0,0,0,2,0,23,38.90568519934372,1,3.0883612177944912
0,0,1,0,94500.0,1.0,1.0,4.0,5.0,0,0,0,2,0,41,64.08897108699773,0,0.0
0,1,1,1,157500.0,3.0,3.0,4.0,5.0,0,0,0,3,0,24,40.479982805932224,1,13.33909206834642
0,0,1,0,270000.0,1.0,1.0,2.0,5.0,0,1,0,1,1,44,57.40573550841941,0,0.0
0,0,1,0,157500.0,1.0,1.0,4.0,5.0,0,0,0,2,0,60,63.32509450919218,0,0.0
0,0,1,0,180000.0,1.0,1.0,2.0,5.0,0,0,0,1,0,33,63.13344088752054,0,0.0
1,0,1,0,112500.0,3.0,1.0,4.0,5.0,1,0,0,2,0,34,38.52511586488146,1,10.420481201175384
0,1,1,1,225000.0,1.0,1.0,4.0,5.0,0,0,0,3,1,46,47.85317142252847,0,0.0
0,0,1,2,157500.0,3.0,0.0,3.0,5.0,0,0,0,4,1,27,30.93837035556538,1,2.757074243190649
0,0,0,0,270000.0,3.0,1.0,0.0,5.0,0,1,1,1,1,25,32.12662280992957,1,5.924834818534822
0,0,0,0,270000.0,2.0,1.0,0.0,5.0,0,0,0,1,0,17,62.50372184488514,1,7.003570917658075
0,0,0,1,90000.0,3.0,1.0,4.0,0.0,0,0,0,3,1,36,28.071779757133793,1,4.0028227840563355
0,1,1,2,315000.0,4.0,1.0,4.0,5.0,0,0,0,4,1,50,33.80769886287799,1,3.340248834848652
1,1,1,0,157500.0,3.0,1.0,4.0,0.0,1,0,0,2,1,38,24.348223678941853,1,4.421722842852929
0,0,1,0,135000.0,4.0,3.0,0.0,5.0,1,1,0,1,1,11,23.441975839323078,1,0.6735255847317773
1,1,1,0,225000.0,2.0,3.0,0.0,5.0,0,0,0,1,0,14,54.42415273698484,1,17.84021426874903
0,0,1,0,630000.0,1.0,1.0,0.0,5.0,0,1,0,1,0,30,60.18471302265825,0,0.0
0,0,1,0,225000.0,3.0,3.0,1.0,5.0,0,0,0,1,0,21,44.00367153580945,1,0.9254132017859379
1,1,1,0,180000.0,1.0,1.0,3.0,5.0,0,1,0,2,0,25,63.76315993015594,0,0.0
1,0,1,2,270000.0,3.0,1.0,0.0,5.0,0,0,0,3,0,53,31.499641676175195,1,11.003655792833387
0,0,1,0,157500.0,3.0,1.0,4.0,5.0,0,0,0,2,1,41,54.544620727749866,1,3.0883612177944912
0,1,1,0,180000.0,2.0,3.0,4.0,5.0,0,0,0,2,0,39,27.96226340189285,1,4.673610459907089
1,0,1,0,337500.0,3.0,1.0,4.0,5.0,1,0,0,2,0,7,50.821064649557925,1,3.340248834848652
1,1,0,1,157500.0,2.0,1.0,4.0,5.0,0,0,0,3,0,21,32.10471953888138,1,9.840044518398406
0,0,1,0,135000.0,3.0,3.0,0.0,5.0,1,1,0,1,0,28,46.51159607082696,1,3.9261613353876776
0,1,1,0,112500.0,2.0,3.0,4.0,0.0,0,0,0,2,0,54,34.57978916732662,1,14.08654119286583
0,0,1,0,157500.0,3.0,1.0,4.0,5.0,1,1,0,2,0,28,39.49433560876377,1,12.50676776851528
0,0,1,1,180000.0,3.0,3.0,1.0,5.0,0,0,0,2,0,32,41.37801691890793,1,4.339585576422223
0,0,1,2,135000.0,3.0,1.0,4.0,5.0,0,0,0,4,0,34,39.28077871604394,1,4.7584856352188165
1,0,1,0,135000.0,3.0,1.0,4.0,0.0,0,1,0,2,0,12,42.607338006487474,1,21.421399085127746
0,0,1,0,202500.0,3.0,1.0,1.0,5.0,0,0,0,1,1,6,52.10788182363897,1,10.33834393474468
0,0,1,1,202500.0,3.0,3.0,0.0,5.0,0,1,0,2,1,54,27.66930715162334,1,0.2546255259351841
1,1,0,0,225000.0,3.0,1.0,4.0,5.0,0,0,0,2,0,58,36.71809600340596,1,0.5065131429893447
0,0,1,0,180000.0,3.0,1.0,1.0,5.0,0,0,0,1,1,11,60.17376138713416,1,15.003740668008698
0,0,1,0,90000.0,1.0,1.0,2.0,5.0,0,1,0,1,1,40,54.769129255993796,0,0.0
0,0,1,0,148500.0,2.0,3.0,4.0,5.0,0,1,0,2,0,25,62.17791068804335,1,37.50661376114072
0,0,1,0,180000.0,1.0,1.0,2.0,2.0,0,1,0,1,0,32,62.468129029431836,0,0.0
0,0,1,0,112500.0,2.0,1.0,4.0,5.0,1,0,0,2,0,26,35.86386843252663,1,0.5065131429893447
1,1,1,0,207000.0,4.0,1.0,0.0,5.0,0,0,0,1,0,49,37.19449214870404,1,13.421229334777124
1,0,1,0,162000.0,1.0,3.0,4.0,5.0,0,1,0,2,0,21,63.71935338805957,0,0.0
0,0,1,0,202500.0,3.0,3.0,4.0,5.0,0,0,0,2,0,15,49.709473643862395,1,3.4223861012793564
1,0,1,0,193500.0,2.0,3.0,4.0,5.0,0,0,0,2,0,27,33.2957099021266,1,3.1732363931062193
1,1,1,1,405000.0,2.0,1.0,4.0,5.0,0,0,0,3,0,22,45.202875625697736,1,2.0014113920281678
0,0,1,0,81000.0,3.0,1.0,3.0,5.0,0,0,0,2,0,51,49.63828801295578,1,0.4216379676776167
1,0,0,0,157500.0,3.0,1.0,4.0,0.0,0,0,0,2,0,25,30.36340949055045,1,0.9254132017859379
1,0,1,0,225000.0,2.0,3.0,0.0,5.0,0,0,0,1,0,26,38.86461656612837,1,18.8395510103226
0,0,1,0,247500.0,2.0,1.0,4.0,5.0,0,0,0,2,0,33,44.73743111592375,1,23.674698094210076
0,1,1,1,337500.0,2.0,3.0,4.0,5.0,0,0,0,3,0,7,39.858477489939894,1,3.4223861012793564
0,0,1,0,180000.0,3.0,1.0,4.0,5.0,1,1,0,2,0,57,40.38141808621538,1,2.420311450824761
0,1,1,0,202500.0,3.0,1.0,0.0,5.0,0,0,0,1,1,15,23.45840329260922,1,2.9240866849330818
0,0,1,1,135000.0,2.0,3.0,4.0,5.0,0,0,0,3,1,7,31.921279643852813,1,1.0869498257663235
0,0,1,0,225000.0,1.0,3.0,4.0,5.0,0,0,0,2,1,24,65.34840917226855,0,0.0
0,0,1,0,157500.0,3.0,3.0,0.0,5.0,0,0,0,1,0,26,32.734438581516784,1,0.8405380264742099
0,0,1,1,247500.0,3.0,1.0,4.0,5.0,0,1,0,3,0,42,43.458827668485775,1,6.338259059569368
1,0,0,1,112500.0,3.0,1.0,1.0,0.0,0,0,0,2,1,33,42.13641767895143,1,4.421722842852929
0,0,1,0,360000.0,1.0,3.0,4.0,5.0,0,0,0,2,1,17,61.0416785024186,0,0.0
0,0,1,0,72000.0,3.0,1.0,4.0,5.0,0,0,0,2,0,19,54.01346640483131,1,0.7584007600435053
0,0,0,1,90000.0,3.0,1.0,4.0,5.0,1,1,0,3,0,48,33.90626358259484,1,6.086371442515207
1,1,1,1,112500.0,3.0,2.0,4.0,0.0,0,0,0,3,0,1,35.338189927370124,1,0.9254132017859379
1,0,0,0,360000.0,3.0,1.0,3.0,5.0,0,0,0,2,0,31,34.286832917057104,1,14.08654119286583
0,0,1,0,202500.0,2.0,3.0,0.0,5.0,0,0,0,1,0,5,38.72224530431515,1,5.672947201480661
0,0,1,0,157500.0,3.0,3.0,0.0,5.0,0,0,0,1,0,13,31.516069129461336,1,1.4209747092511886
0,1,1,3,81000.0,3.0,1.0,4.0,5.0,0,0,0,5,0,26,39.959780118537765,1,2.420311450824761
0,1,1,0,211500.0,3.0,1.0,4.0,5.0,0,0,0,2,0,8,42.5991242798444,1,14.08654119286583
0,1,1,0,112500.0,1.0,0.0,3.0,5.0,0,1,0,2,0,44,67.02948522521696,0,0.0
0,0,1,0,180000.0,3.0,1.0,3.0,5.0,0,0,0,2,0,19,46.61016079054381,1,4.925498076961249
0,0,0,0,63000.0,3.0,1.0,4.0,5.0,1,1,0,2,1,18,51.0510489955639,1,8.999506491924196
1,1,0,0,63000.0,3.0,1.0,4.0,5.0,1,1,0,2,0,16,51.63148567834088,1,4.418984933971905
0,0,0,0,211500.0,3.0,1.0,4.0,5.0,1,1,0,2,0,51,50.95522218472808,1,9.755169343086678
0,1,1,0,720000.0,2.0,3.0,1.0,5.0,0,0,0,1,0,55,63.787801110085155,1,0.4216379676776167
0,0,1,0,112500.0,1.0,2.0,2.0,5.0,0,1,0,1,0,25,60.81443206529365,0,0.0
0,1,1,1,225000.0,2.0,1.0,4.0,5.0,0,0,0,3,0,60,48.165293034965146,1,8.002907659231647
0,0,0,0,270000.0,2.0,1.0,0.0,0.0,1,1,0,1,1,20,34.91381405081148,1,5.254047142684068
0,1,1,0,211500.0,1.0,1.0,4.0,3.0,0,1,0,2,0,25,60.056031305250144,0,0.0
1,1,1,0,360000.0,2.0,3.0,4.0,5.0,0,0,0,2,0,10,61.975305430847605,1,8.42180771802824
0,0,1,0,112500.0,1.0,1.0,4.0,5.0,0,0,0,2,0,22,60.71312943669578,0,0.0
0,0,1,0,315000.0,2.0,2.0,0.0,5.0,0,1,0,1,0,39,29.66524272588946,1,1.0842119168853002
1,0,0,0,180000.0,3.0,1.0,0.0,3.0,0,0,0,1,0,20,23.41185884163182,1,3.4223861012793564
0,0,0,1,117000.0,3.0,1.0,4.0,5.0,0,1,0,3,0,24,31.869259375113366,1,4.588735284595361
0,0,0,1,180000.0,3.0,1.0,0.0,5.0,0,0,0,2,1,48,27.242193366183677,1,1.169087092197028
0,1,0,0,112500.0,3.0,3.0,4.0,5.0,1,0,0,2,0,7,38.06514717286951,1,9.336269284290085
1,1,0,0,38250.0,1.0,0.0,4.0,5.0,0,1,0,2,0,44,62.81584345732182,0,0.0
1,1,0,0,99000.0,3.0,1.0,3.0,5.0,0,1,0,2,0,10,59.29763054520664,1,9.503281726032517
0,0,1,1,225000.0,2.0,1.0,3.0,2.0,0,0,0,3,0,48,38.147284439300215,1,9.924919693710134
1,0,1,0,180000.0,3.0,1.0,3.0,5.0,0,0,0,2,0,28,43.398593673103264,1,1.1718250010780515
0,1,1,3,126000.0,2.0,1.0,4.0,5.0,0,0,0,5,0,54,33.57771451687202,1,3.003486042482763
0,0,1,0,157500.0,1.0,3.0,4.0,5.0,0,0,0,2,0,17,62.9773800813022,0,0.0
0,0,1,1,103500.0,4.0,1.0,4.0,5.0,0,0,0,3,0,18,43.49989630170113,1,23.838972627071485
0,0,0,0,157500.0,2.0,1.0,2.0,2.0,1,1,0,1,0,48,47.803889062670045,1,7.340333710023963
0,1,0,0,292500.0,4.0,3.0,3.0,5.0,1,1,1,2,0,14,44.956463826405624,1,1.9247499433595099
0,0,0,0,225000.0,3.0,1.0,4.0,5.0,0,1,0,2,0,45,40.833173051584254,1,11.173406143456843
0,0,0,0,94500.0,2.0,1.0,4.0,5.0,1,0,0,2,0,58,41.08232275975739,1,5.002159525629907
1,0,0,0,135000.0,2.0,1.0,4.0,5.0,1,1,0,2,0,8,37.11509279115436,1,4.421722842852929
1,1,1,0,225000.0,3.0,1.0,4.0,5.0,0,0,0,2,0,29,56.025829432383574,1,0.5065131429893447
1,0,0,3,90000.0,2.0,1.0,4.0,5.0,1,0,0,5,0,2,35.3354520184891,1,6.754421209484938
0,0,0,1,175500.0,3.0,3.0,4.0,5.0,1,1,0,3,0,52,38.976870830250334,1,19.170837984926443
0,1,0,2,135000.0,3.0,1.0,4.0,5.0,1,0,0,4,0,12,23.86635171588172,1,5.084296792060612
0,0,1,0,292500.0,2.0,1.0,1.0,5.0,1,1,0,1,0,34,43.023500156403045,1,1.253962267508756
0,0,1,0,112500.0,3.0,3.0,4.0,5.0,0,1,0,2,0,47,49.99147825860781,1,15.75940351917118
0,0,1,0,112500.0,1.0,1.0,4.0,5.0,0,1,0,2,1,30,59.774026690504726,0,0.0
1,0,1,2,225000.0,3.0,3.0,4.0,5.0,0,0,0,4,0,3,40.63330570326954,1,10.59023155179884
0,0,0,0,292500.0,2.0,1.0,1.0,5.0,0,0,0,1,0,15,42.59091055320133,1,24.003247159932894
1,0,1,0,180000.0,3.0,0.0,0.0,5.0,0,0,0,1,1,10,40.14595792244736,1,3.2526357506559003
0,0,1,2,247500.0,3.0,1.0,4.0,5.0,0,0,0,4,0,7,37.26293987072963,1,0.5037752341083213
0,0,0,0,33750.0,1.0,3.0,4.0,5.0,0,0,0,2,0,7,52.16811581902148,0,0.0
0,0,0,0,90000.0,2.0,3.0,4.0,5.0,0,1,0,2,0,51,43.92427217825977,1,10.505356376487113
1,0,0,0,382500.0,2.0,1.0,0.0,5.0,0,0,0,1,0,14,34.58800289396969,1,2.338174184394056
1,1,0,2,126000.0,2.0,1.0,4.0,5.0,1,0,0,4,0,6,33.525694248132574,1,1.8398747680477818
1,1,0,0,135000.0,3.0,1.0,4.0,5.0,0,1,0,2,0,48,37.51482748778379,1,4.0028227840563355
0,0,1,1,112500.0,3.0,1.0,4.0,5.0,0,0,0,3,0,6,42.0980869546171,1,18.757413743891895
0,0,1,0,67500.0,1.0,1.0,2.0,5.0,0,1,0,1,0,3,63.158082067449755,0,0.0
0,0,1,0,360000.0,3.0,3.0,0.0,5.0,0,0,0,1,0,3,46.30351499586918,1,4.0028227840563355
1,1,1,0,180000.0,3.0,1.0,4.0,5.0,0,0,0,2,0,42,42.7743504482299,1,4.503860109283633
0,1,0,1,145350.0,2.0,1.0,4.0,5.0,0,0,0,3,1,24,24.96699108605316,1,0.5065131429893447
1,1,0,0,135000.0,3.0,1.0,4.0,5.0,1,0,0,2,0,5,51.04283526892083,1,4.673610459907089
0,1,0,0,157500.0,3.0,1.0,3.0,5.0,0,1,0,2,1,48,47.25630728646535,1,23.674698094210076
1,0,0,0,121500.0,3.0,1.0,0.0,5.0,1,0,0,1,0,33,43.781900916446546,1,14.757328868716584
0,0,0,1,180000.0,2.0,3.0,4.0,5.0,0,0,0,3,0,60,29.11492304080374,1,1.4209747092511886
0,0,0,0,112500.0,3.0,1.0,4.0,5.0,1,0,0,2,0,54,29.632387819317177,1,4.087697959368063
1,1,1,1,180000.0,3.0,3.0,4.0,5.0,1,1,0,3,0,9,33.24642754226818,1,1.1718250010780515
1,1,1,1,103500.0,3.0,1.0,4.0,5.0,0,0,0,3,0,32,44.849685380045706,1,0.5065131429893447
0,0,1,2,173250.0,3.0,1.0,1.0,5.0,0,0,0,3,0,16,36.19241749824945,1,15.173491018632154
0,1,1,0,49500.0,1.0,1.0,4.0,5.0,0,0,0,2,0,7,61.55092955428896,0,0.0
1,1,1,0,202500.0,3.0,1.0,4.0,5.0,0,0,0,2,0,49,39.94609057413265,1,2.754336334309626
0,1,1,0,247500.0,1.0,1.0,4.0,5.0,0,1,0,2,0,42,55.894409806094444,0,0.0
1,1,0,1,157500.0,2.0,1.0,4.0,1.0,0,0,0,3,0,41,35.55448472897098,1,6.4203963260000725
0,1,0,0,180000.0,2.0,3.0,4.0,5.0,1,1,0,2,0,38,30.743978825012714,1,9.50601963491354
1,0,0,0,202500.0,3.0,1.0,1.0,5.0,0,0,0,1,0,33,40.44438999047892,1,0.4216379676776167
0,0,0,1,180000.0,3.0,1.0,4.0,5.0,1,0,0,3,1,55,43.636791745752305,1,22.839635885497913
1,0,0,1,180000.0,3.0,1.0,4.0,5.0,0,0,0,3,0,6,24.860212639693245,1,2.839211509621354
0,1,0,0,135000.0,4.0,1.0,4.0,5.0,0,1,0,2,0,27,41.547767269531384,1,8.339670451597536
0,0,1,0,94500.0,3.0,1.0,4.0,5.0,1,1,0,2,0,50,44.62517685180178,1,15.926415960913612
0,0,0,0,67500.0,1.0,1.0,4.0,5.0,0,1,0,2,0,19,60.12447902727573,0,0.0
1,0,1,0,135000.0,2.0,1.0,4.0,5.0,1,1,0,2,1,30,35.4641337358972,1,4.755747726337794
1,0,0,0,225000.0,3.0,1.0,4.0,5.0,0,0,0,2,0,37,35.34914156289422,1,4.925498076961249
1,0,0,0,360000.0,3.0,2.0,0.0,2.0,0,1,1,1,0,6,33.88162240266563,1,7.592221327078124
0,1,0,0,382500.0,3.0,3.0,3.0,5.0,1,1,0,2,0,60,30.53589775005493,1,3.5072612765910844
1,0,0,0,135000.0,3.0,2.0,0.0,5.0,0,0,0,1,0,52,26.97114038696235,1,2.1711617426516234
1,0,0,0,270000.0,2.0,1.0,4.0,5.0,1,1,1,2,0,41,39.02889109898978,1,2.0862865673398954
0,0,0,1,135000.0,3.0,1.0,4.0,5.0,0,0,0,3,0,18,41.80513070434759,1,6.5052715013118005
1,1,0,0,157500.0,3.0,1.0,4.0,5.0,0,0,0,2,0,25,49.876486085604824,1,0.5913883183010727
1,1,1,1,270000.0,4.0,1.0,4.0,5.0,0,0,0,3,0,39,51.667078493794186,1,10.75450608466025
1,0,0,0,81000.0,3.0,1.0,4.0,0.0,1,0,0,2,0,21,31.080741617378603,1,1.8371368591667585
0,0,1,0,360000.0,4.0,1.0,2.0,5.0,0,0,0,1,0,60,49.80256254581719,1,30.67005528522508
1,1,1,1,405000.0,4.0,3.0,3.0,5.0,0,0,0,3,0,17,25.700750666167455,1,3.504523367710061
0,1,1,0,135000.0,3.0,1.0,4.0,5.0,0,0,0,2,1,53,27.365399265829733,1,4.169835225798768
1,1,0,0,315000.0,3.0,1.0,4.0,5.0,0,0,0,2,1,5,56.080587610004045,1,2.1684238337706003
0,0,0,0,112500.0,3.0,1.0,0.0,5.0,1,1,0,1,0,30,38.53332959152453,1,12.92292991843085
1,1,1,0,202500.0,3.0,3.0,4.0,5.0,0,0,0,2,1,10,34.62907152718504,1,5.83722173434207
1,0,0,0,279000.0,2.0,1.0,4.0,5.0,1,0,0,2,0,47,54.83210116025733,1,6.338259059569368
0,0,0,1,157500.0,2.0,3.0,0.0,5.0,0,0,0,2,0,34,40.02548993168233,1,0.3395007012469121
0,0,0,0,135000.0,1.0,1.0,4.0,2.0,0,0,0,2,0,7,52.10788182363897,0,0.0
0,1,0,0,112500.0,2.0,3.0,4.0,5.0,0,0,1,2,0,30,34.68382970480551,1,6.839296384796666
0,0,0,0,117000.0,2.0,1.0,4.0,5.0,0,0,0,2,1,53,42.73054390613353,1,6.672283943054233
0,1,0,0,180000.0,3.0,3.0,4.0,5.0,0,0,0,2,0,23,36.31562339789551,1,1.0869498257663235
1,1,0,0,256500.0,3.0,1.0,4.0,5.0,1,0,0,2,0,42,37.4929242167356,1,0.6735255847317773
1,0,1,0,135000.0,3.0,1.0,0.0,5.0,0,0,0,1,0,38,36.40049857320723,1,2.669461158997898
0,1,1,1,135000.0,2.0,3.0,4.0,5.0,0,0,0,3,1,32,27.6994241493146,1,3.1704984842251958
0,0,1,0,148500.0,1.0,1.0,4.0,5.0,0,0,0,2,0,43,58.89789584857721,0,0.0
0,0,1,0,90000.0,1.0,1.0,1.0,5.0,0,0,0,1,0,37,57.638457763306405,0,0.0
0,0,1,0,112500.0,3.0,1.0,4.0,5.0,0,1,0,2,0,48,46.300777086988155,1,1.8398747680477818
0,0,1,3,67500.0,3.0,3.0,4.0,5.0,1,0,0,5,1,15,33.673541327707845,1,12.838054743119121
0,0,0,0,135000.0,1.0,1.0,4.0,5.0,0,0,0,2,0,42,54.79377043592301,0,0.0
0,1,0,0,90000.0,2.0,1.0,4.0,5.0,0,1,0,2,0,11,51.067476448850044,1,15.422640726805291
0,0,0,0,135000.0,2.0,1.0,3.0,5.0,0,0,0,2,0,42,45.1754965368875,1,20.59181269417763
0,0,0,0,180000.0,3.0,3.0,2.0,5.0,1,1,0,1,0,1,52.540471426840675,1,3.1732363931062193
1,0,1,0,202500.0,3.0,1.0,0.0,5.0,1,0,0,1,0,3,41.29040383471518,1,2.253299009082328
0,0,0,0,135000.0,2.0,2.0,0.0,2.0,0,0,1,1,1,15,23.365314390654422,1,4.673610459907089
0,0,0,0,112500.0,3.0,1.0,4.0,5.0,0,1,0,2,0,31,25.771936297074063,1,6.086371442515207
0,0,0,0,135000.0,3.0,1.0,4.0,5.0,0,1,0,2,0,42,45.84080839497621,1,22.08397303433543
1,0,1,1,144000.0,3.0,3.0,4.0,5.0,0,1,0,3,0,15,35.269742205344535,1,9.503281726032517
0,0,0,0,157500.0,2.0,1.0,3.0,5.0,1,0,0,2,1,51,44.351385963699435,1,9.339007193171108
0,0,0,0,157500.0,1.0,3.0,4.0,5.0,0,1,0,2,0,50,63.80149065449027,0,0.0
0,1,0,3,112500.0,3.0,1.0,4.0,5.0,1,1,0,5,0,22,32.1184090832865,1,10.33834393474468
1,1,0,2,180000.0,3.0,1.0,4.0,0.0,1,0,0,4,0,5,27.96226340189285,1,1.5907250598746447
0,1,0,0,202500.0,2.0,1.0,4.0,5.0,1,1,0,2,1,36,40.866027958156536,1,3.5072612765910844
1,1,1,1,135000.0,3.0,1.0,4.0,5.0,0,0,0,3,0,48,41.49848490967296,1,22.420735826701318
0,0,1,0,112500.0,1.0,0.0,4.0,5.0,0,0,0,2,0,35,63.94386191630349,0,0.0
1,1,1,0,157500.0,3.0,1.0,4.0,5.0,0,0,0,2,1,30,33.725561596447285,1,3.0883612177944912
1,1,1,0,166500.0,3.0,1.0,4.0,5.0,0,0,0,2,1,17,32.11019535664343,1,8.75857051039413
1,1,1,0,135000.0,3.0,1.0,0.0,5.0,0,0,0,1,0,43,32.0718646323091,1,1.8398747680477818
1,0,1,1,360000.0,4.0,3.0,3.0,5.0,0,0,1,3,0,22,51.642437313864974,1,19.41998769309958
1,1,1,2,531000.0,4.0,3.0,4.0,5.0,0,0,0,4,0,25,41.54229145176934,1,21.67328670218191
1,1,1,1,180000.0,3.0,1.0,4.0,5.0,0,0,0,3,0,35,31.516069129461336,1,10.420481201175384
0,0,1,0,157500.0,1.0,0.0,4.0,5.0,0,0,0,2,0,9,63.12522716087747,0,0.0
0,0,1,0,171000.0,3.0,1.0,4.0,5.0,1,1,0,2,0,44,51.57946540960143,1,20.673949960608336
0,0,1,0,112500.0,1.0,1.0,1.0,5.0,0,0,0,1,0,13,68.11369714210225,0,0.0
0,0,1,1,94500.0,3.0,3.0,0.0,5.0,0,1,0,2,0,46,28.712450435293288,1,9.50601963491354
1,0,1,0,225000.0,2.0,1.0,0.0,5.0,0,0,0,1,0,34,41.632642444843114,1,9.755169343086678
0,1,0,0,675000.0,2.0,3.0,1.0,5.0,1,1,0,1,0,7,43.07552042514249,1,17.758077002318323
0,1,1,0,180000.0,4.0,1.0,4.0,5.0,0,1,0,2,0,13,43.729880647707105,1,13.840129393573717
0,0,1,0,85500.0,1.0,1.0,4.0,5.0,0,0,1,2,0,0,67.60170818135087,0,0.0
0,0,1,2,360000.0,3.0,1.0,3.0,5.0,0,0,0,4,0,31,34.28135709929506,1,10.505356376487113
0,0,1,0,94500.0,3.0,1.0,3.0,5.0,0,0,0,2,0,18,26.58783314361906,1,3.8412861600759496
